,City,City Name,Lat,Lng,Max Temp,Humidity,Clouds,Wind Speed,Country
273,290030,Doha,25.2867,51.5333,94.98,79,0,9.22,QA
274,986717,Kruisfontein,-34.0033,24.7314,47.88,58,0,4.83,ZA
275,2236967,Soyo,-6.1349,12.3689,71.92,86,53,10.25,AO
276,3397967,Itaituba,-4.2761,-55.9836,97.79,29,75,3.44,BR
277,3372472,Vila Franca do Campo,37.7167,-25.4333,72.01,66,45,3.06,PT
278,3347019,Mossamedes,-15.1961,12.1522,66.61,80,2,3.65,AO
279,2126710,Beringovskiy,63.05,179.3167,49.35,88,40,11.5,RU
280,1803841,Lianzhou,24.7811,112.3825,77.81,88,86,1.86,CN
281,3355624,Maltahöhe,-24.8333,16.9833,50.5,13,0,9.42,NA
282,3397763,Jacareacanga,-6.2222,-57.7528,98.47,24,8,2.82,BR
283,64814,Bandarbeyla,9.4942,50.8122,79.95,68,86,30.6,SO
284,6137462,Saint-Augustin,51.226,-58.6502,62.46,90,100,17.87,CA
285,3529654,Dzilam González,21.2833,-88.9333,91.67,50,93,9.6,MX
286,1885823,Jiangyou,31.7667,104.7167,74.55,91,100,1.12,CN
287,2112309,Katsuura,35.1333,140.3,77.09,93,96,4.54,JP
288,4920986,Griffith,41.5284,-87.4237,77.41,73,75,1.99,US
289,448149,Sinjār,36.3209,41.8754,91.33,20,0,8.41,IQ
290,235826,Zemio,5.0314,25.1361,71.89,89,100,1.77,CF
291,5354943,Half Moon Bay,37.4636,-122.4286,64.15,73,20,1.01,US
292,1636426,Manggar,-2.8833,108.2667,80.35,75,100,9.84,ID
293,244878,Biltine,14.5333,20.9167,79.23,60,96,28.88,TD
294,339551,Dejen,10.1667,38.1333,54.03,89,98,3.06,ET
295,2123814,Leningradskiy,69.3833,178.4167,44.47,93,100,0.81,RU
296,3870243,Taltal,-25.4,-70.4833,62.19,67,0,8.03,CL
297,2088122,Port Moresby,-9.4431,147.1797,75.06,89,72,4.63,PG
298,3694112,Paita,-5.0892,-81.1144,71.74,70,0,14.74,PE
299,301116,Şereflikoçhisar,38.9393,33.5386,79.05,27,0,13.94,TR
300,750510,Bolu Province,40.6667,31.5833,65.48,78,0,3.58,TR
301,3932145,Pisco,-13.7,-76.2167,65.01,81,39,7.58,PE
302,3372760,Praia da Vitória,38.7333,-27.0667,74.75,85,30,10.42,PT
303,1637001,Biak,-0.9131,122.8766,74.12,91,96,3.22,ID
304,2181625,Te Anau,-45.4167,167.7167,43.21,96,100,1.61,NZ
305,1643920,Gombong,-7.6072,109.5142,72.45,88,42,5.1,ID
306,2165087,Gold Coast,-28.0,153.4333,63.34,94,29,1.01,AU
307,2630299,Hofn,64.2539,-15.2082,50.27,92,27,6.24,IS
308,4333811,Morgan City,29.6994,-91.2068,87.28,74,1,5.75,US
309,264878,Ano Mera,37.45,25.4,81.57,54,0,19.57,GR
310,1795565,Shenzhen,22.5455,114.0683,85.55,83,23,5.95,CN
311,3671519,Puerto Carreño,6.189,-67.4859,85.73,64,85,2.75,CO
312,3388456,São José da Coroa Grande,-8.8978,-35.1478,79.03,75,15,10.69,BR
313,3980627,Valle de Allende,26.9333,-105.4,79.25,37,48,6.89,MX
314,1734313,Paka,4.6374,103.4368,77.85,86,83,3.76,MY
315,3414079,Olafsvik,64.8945,-23.7142,49.68,92,100,14.54,IS
316,1701054,Marawi,7.9986,124.2928,66.65,93,100,2.53,PH
317,5720495,Coos Bay,43.3665,-124.2179,59.23,85,90,9.22,US
318,2427036,Ngama,11.7833,17.1667,90.07,45,14,8.28,TD
319,2511174,Santa Cruz de Tenerife,28.4682,-16.2546,77.02,78,20,18.41,ES
320,5859699,College,64.8569,-147.8028,64.24,80,40,0.0,US
321,504294,Puchezh,56.9788,43.1676,69.31,81,72,5.14,RU
322,1526384,Boralday,43.3578,76.8594,66.06,82,90,4.47,KZ
323,5527953,Pampa,35.5362,-100.9599,81.23,61,40,11.5,US
324,3441665,Minas,-34.3759,-55.2377,54.52,68,36,10.67,UY
325,3515762,Tetela de Ocampo,19.8167,-97.8,65.93,84,99,6.49,MX
326,3598670,Chicamán,15.4,-90.7667,75.25,52,77,4.72,GT
327,1492566,Severo-Yeniseyskiy,60.3725,93.0408,58.17,97,93,3.29,RU
328,2090021,Namatanai,-3.6667,152.4333,79.38,82,96,10.07,PG
329,556268,Ostrovnoy,68.0531,39.5131,54.21,89,68,6.49,RU
330,6050066,La Ronge,55.1001,-105.2842,79.39,36,45,6.13,CA
331,934322,Mahébourg,-20.4081,57.7,70.25,74,18,15.66,MU
332,3577154,Oranjestad,12.524,-70.027,80.13,83,79,22.28,AW
333,1791779,Wanning,18.8003,110.3967,80.82,82,33,2.06,CN
334,4026082,Lázaro Cárdenas,17.9583,-102.2,86.11,69,85,4.7,MX
335,2167426,Emerald,-23.5333,148.1667,69.98,52,4,14.56,AU
336,4954611,Watertown,42.3709,-71.1828,86.4,63,86,1.01,US
337,1278176,Attingal,8.6833,76.8333,82.08,87,100,5.7,IN
338,1279945,Jiuquan,39.7432,98.5174,68.68,48,60,1.97,CN
339,2641434,Northam,51.0333,-4.2167,72.27,82,2,8.28,GB
340,3839479,Rafaela,-31.2503,-61.4867,60.33,51,0,5.01,AR
341,919544,Chililabombwe,-12.3648,27.8229,66.42,43,26,9.93,ZM
342,2693759,Ludvika,60.1496,15.1878,79.66,54,87,2.91,SE
343,167357,Manbij,36.5281,37.9549,92.17,28,2,18.21,SY
344,3526536,Jesús del Monte,19.1081,-99.9944,76.41,81,81,3.83,MX
345,2640006,Portree,57.4129,-6.1942,58.51,91,82,8.88,GB
346,2178753,Kirakira,-10.4544,161.9205,79.68,85,45,13.2,SB
347,4034551,Faanui,-16.4833,-151.75,79.66,71,3,19.46,PF
348,477940,Ust-Tsilma,65.441,52.1498,63.66,66,55,3.13,RU
349,7671223,Kloulklubed,7.0419,134.2556,82.18,78,93,5.28,PW
350,3837056,San Luis,-33.295,-66.3356,63.27,19,0,5.12,AR
351,8079926,Labuhan,-6.8844,112.2051,75.74,74,100,6.98,ID
352,4036284,Alofi,-19.0595,-169.9187,76.14,84,10,20.6,NU
353,1497337,Kayerkan,69.3497,87.7602,48.58,63,63,0.47,RU
354,5870133,Nome,64.5011,-165.4064,48.27,87,90,11.5,US
355,1855540,Naze,28.3667,129.4833,78.26,79,29,11.12,JP
356,4362001,Mayo,38.8876,-76.5119,89.78,70,66,5.99,US
357,2129868,Iwanai,42.9744,140.5089,64.51,95,69,4.92,JP
358,3396979,Juruti,-2.1522,-56.0922,91.85,45,66,4.72,BR
359,2259655,Impfondo,1.6381,18.0667,80.42,59,100,3.91,CG
360,3054296,Csemő,47.118,19.6909,81.48,49,44,5.91,HU
361,2016307,Solnechnyy,50.7214,136.6319,71.2,97,100,3.2,RU
362,1737185,Kapit,2.0167,112.9333,72.03,93,98,0.87,MY
363,3691954,Sechura,-5.5569,-80.8222,76.06,59,1,11.9,PE
364,53654,Mogadishu,2.0371,45.3438,76.75,84,63,20.58,SO
365,2165478,Gladstone,-23.85,151.25,67.93,94,90,3.44,AU
366,324190,Alanya,36.5438,31.9998,84.33,50,0,5.46,TR
367,1180729,Dalbandin,28.8947,64.4101,87.1,40,70,4.38,PK
368,5129780,Olean,42.0776,-78.4297,81.45,46,54,10.45,US
369,3135020,Svolvær,68.2342,14.5683,53.98,87,75,37.98,NO
370,537107,Lakinsk,56.0193,39.9485,70.29,78,91,0.94,RU
371,4323873,Estelle,29.8458,-90.1067,83.75,79,90,9.22,US
372,5746545,Portland,45.5234,-122.6762,67.59,58,75,1.99,US
373,2377457,Nouadhibou,20.931,-17.0347,70.05,85,1,7.49,MR
374,145724,Lucapa,-8.4192,20.7447,76.15,21,36,2.93,AO
375,921786,Mitsamiouli,-11.3847,43.2844,78.24,69,21,8.7,KM
376,5554428,Ketchikan,55.3422,-131.6461,57.67,77,90,8.05,US
377,1805518,Jining,35.405,116.5814,76.42,90,13,3.71,CN
378,1623197,Tual,-5.6667,132.75,79.7,83,95,10.36,ID
379,1489822,Tegul'det,57.3064,88.1667,55.4,98,4,4.79,RU
380,3361934,Saldanha,-33.0117,17.9442,54.36,59,0,7.67,ZA
381,3441890,Departamento de Maldonado,-34.6667,-54.9167,56.59,69,35,10.63,UY
382,1529195,Shihezi,44.3,86.0333,79.86,38,57,4.36,CN
383,2189343,Kaeo,-35.1,173.7833,55.33,84,99,11.61,NZ
384,2360372,Gorom-Gorom,14.4439,-0.2361,98.78,28,79,7.72,BF
385,927643,Machinga,-15.1685,35.3,65.34,57,83,5.1,MW
386,1863997,Fukuechō,32.6881,128.8419,79.07,78,66,3.2,JP
387,1576633,Lang Son,21.8333,106.7333,74.5,88,88,3.6,VN
388,3838859,Río Gallegos,-51.6226,-69.2181,39.43,77,67,2.01,AR
389,3108125,Teruel,40.6667,-0.6667,75.42,37,24,12.73,ES
390,2214432,Nālūt,30.3333,10.85,102.34,10,3,9.89,LY
391,5509851,Pahrump,36.2083,-115.9839,95.68,24,13,1.99,US
392,2447513,Arlit,18.7369,7.3853,103.95,7,46,10.2,NE
393,552999,Kapustin Yar,48.5831,45.7372,81.39,45,42,7.11,RU
394,2027316,Ayan,56.45,138.1667,59.2,76,77,1.97,RU
395,1649150,Bengkulu,-3.8004,102.2655,75.29,86,98,3.89,ID
396,649924,Kuusamo,65.9667,29.1833,69.84,73,88,9.22,FI
397,3985710,Cabo San Lucas,22.8909,-109.9124,90.25,61,1,1.99,MX
398,3407762,Amapá,1.0,-52.0,78.4,86,71,2.71,BR
399,3662395,Santo Antônio do Içá,-3.1022,-67.9397,79.09,80,97,1.9,BR
400,1045114,Inhambane,-23.865,35.3833,62.74,67,16,8.63,MZ
401,3939761,Hualmay,-11.0964,-77.6139,67.59,71,39,11.48,PE
402,1485528,Zalesovo,53.9939,84.7431,55.42,80,69,4.72,RU
403,2455517,Kayes,14.0,-11.0,84.72,63,100,4.36,ML
404,569794,Chastyye,57.2888,54.9728,61.54,82,94,1.61,RU
405,2191562,Dunedin,-45.8742,170.5036,47.8,93,100,17.0,NZ
406,2218840,Bani Walid,31.7566,13.9942,86.27,31,0,17.52,LY
407,3389822,Salinópolis,-0.6136,-47.3561,83.73,69,59,10.94,BR
408,2110994,Shizukuishi,39.6833,140.9833,67.96,99,53,0.74,JP
409,933759,Ghanzi,-21.5667,21.7833,55.17,53,0,8.1,BW
410,343292,Āsosa,10.0667,34.5333,59.95,96,94,1.3,ET
411,1855342,Nishihara,26.1842,127.7558,80.89,82,40,5.75,JP
412,1490256,Talnakh,69.4865,88.3972,51.51,58,57,2.51,RU
413,2172797,Cairns,-16.9167,145.7667,66.13,100,31,0.0,AU
414,1503153,Klyuchi,52.2667,79.1667,50.56,77,47,6.82,RU
415,3385899,Tutóia,-2.7619,-42.2744,84.18,74,48,9.06,BR
416,1159362,Torbat-e Jām,35.244,60.6225,79.74,22,34,21.99,IR
417,1540711,Muravlenko,63.7898,74.523,50.43,88,100,19.28,RU
418,3372964,Lagoa,39.05,-27.9833,70.77,79,11,7.7,PT
419,480876,Tsimlyansk,47.6461,42.1019,82.69,41,20,3.85,RU
420,667303,Sfântu Gheorghe,45.8667,25.7833,69.26,71,1,5.79,RO
421,893549,Chipinge,-20.1883,32.6236,53.53,91,92,4.72,ZW
422,1517637,Ushtobe,45.2514,77.9838,70.32,38,97,7.56,KZ
423,2294915,Takoradze,4.8845,-1.7554,77.7,82,55,10.98,GH
424,1266503,Kiri Buru,22.0833,85.35,75.87,92,99,5.1,IN
425,3977811,Minas de Barroterán,27.6333,-101.2833,86.23,47,99,4.9,MX
426,4004293,Ixtapa,20.7,-105.2,88.83,66,20,8.05,MX
427,1268008,Kanniyākumāri,8.0833,77.5667,80.78,72,100,20.4,IN
428,2409914,Bonthe,7.5264,-12.505,76.91,87,100,6.69,SL
429,4992232,Escanaba,45.7453,-87.0646,74.48,64,40,10.36,US
430,2122493,Omsukchan,62.5333,155.8,51.69,93,27,5.08,RU
431,3391889,Pitimbu,-7.4706,-34.8086,82.99,74,6,13.51,BR
432,1567681,Son La,21.3167,103.9,69.48,97,98,2.13,VN
433,3469932,Boa Esperança,-21.09,-45.5658,80.29,28,12,9.66,BR
434,2650225,Edinburgh,55.9521,-3.1965,67.66,72,0,1.99,GB
435,1510689,Baykit,61.67,96.37,63.12,79,52,2.06,RU
436,259289,Corinth,37.9407,22.9573,87.69,41,0,3.02,GR
437,1637001,Luwuk,-0.9516,122.7875,75.47,93,95,2.19,ID
438,1168312,Pasni,25.2631,63.471,86.38,78,85,6.4,PK
439,2026160,Borogontsy,62.6683,131.1683,63.93,69,100,1.79,RU
440,3419842,Sisimiut,66.9395,-53.6735,50.56,67,27,5.35,GL
441,1648759,Bima,-8.4667,118.7167,72.66,90,100,4.09,ID
442,3385658,Uruçuí,-7.2294,-44.5561,97.34,24,2,7.49,BR
443,4033356,Tiarei,-17.5333,-149.3333,73.42,77,16,17.87,PF
444,933178,Pandamatenga,-18.5278,25.627,61.12,66,48,9.33,BW
445,3537840,Santa Cruz del Sur,20.7147,-77.9956,86.02,63,8,12.48,CU
446,3421719,Narsaq,60.9167,-46.05,64.62,52,4,4.61,GL
447,1629965,Tanete,-3.9443,119.7848,72.68,99,100,2.73,ID
448,2079582,Alyangula,-13.8483,136.4192,73.02,84,84,4.34,AU
449,1722803,Buluang,13.3068,123.3425,78.67,90,72,1.95,PH
450,1215502,Banda Aceh,5.5577,95.3222,79.14,81,95,6.62,ID
451,2181997,Takaka,-40.85,172.8,58.53,90,100,16.44,NZ
452,1695546,Pandan,14.0453,124.1694,79.3,86,73,4.25,PH
453,1511736,Altayskoye,51.9533,85.3325,56.37,88,90,3.58,RU
454,2520645,Cabra,37.4725,-4.4421,91.02,29,72,3.0,ES
455,3698359,Chicama,-7.8447,-79.1469,63.14,60,45,8.95,PE
456,2303611,Esim,4.8699,-2.2405,77.88,80,60,10.13,GH
457,4231997,Avera,33.194,-82.5271,88.25,46,17,3.33,US
458,4160812,Key West,24.5557,-81.7826,88.38,66,1,16.11,US
459,292968,Abu Dhabi,24.4667,54.3667,93.58,65,80,15.88,AE
460,178443,Wajir,1.7471,40.0573,83.55,36,48,16.4,KE
461,6324729,Halifax,44.6453,-63.5724,68.29,89,90,9.22,CA
462,934479,Grand Gaube,-20.0064,57.6608,70.38,74,3,5.99,MU
463,1510502,Belokurikha,51.9959,84.9896,56.23,87,92,2.44,RU
464,505421,Pridonskoy,51.6841,39.0727,82.96,36,0,6.71,RU
465,3598787,Champerico,14.3,-91.9167,91.8,71,84,4.74,GT
466,2138522,Poya,-21.35,165.15,67.46,85,47,2.48,NC
467,2029156,Sühbaatar,50.2314,106.2078,67.59,72,77,1.68,MN
468,2745739,Veere,51.5483,3.6667,64.13,90,90,11.01,NL
469,5495292,Truth or Consequences,33.1284,-107.2528,84.43,42,1,4.61,US
470,5866063,Kenai,60.5544,-151.2583,58.17,73,1,5.75,US
471,4515247,Ironton,38.5368,-82.6829,87.01,61,67,7.23,US
472,2063056,Port Augusta,-32.5,137.7667,51.71,68,44,29.35,AU
473,1213855,Sibolga,1.7427,98.7792,75.69,78,44,3.91,ID
474,1809461,Guiyang,26.5833,106.7167,71.33,83,100,11.7,CN
475,3027513,Challans,46.8436,-1.8749,74.21,69,19,13.38,FR
476,513898,Otradnoye,59.7775,30.8181,82.45,83,85,0.38,RU
477,3430443,Necochea,-38.5473,-58.7368,54.03,56,0,13.27,AR
478,1862505,Hirara,24.8,125.2833,83.68,75,98,12.39,JP
479,4034496,Fare,-16.7,-151.0167,79.61,72,0,20.71,PF
480,1651103,Atambua,-9.1061,124.8925,68.45,81,75,5.48,ID
481,1529651,Altay,47.8667,88.1167,67.05,45,43,6.98,CN
482,5851349,Nānākuli,21.3906,-158.1547,78.87,67,1,6.91,US
483,5563397,Eureka,40.8021,-124.1637,55.09,89,93,1.01,US
484,4589446,North Myrtle Beach,33.816,-78.68,87.62,77,8,3.0,US
485,1566166,Thanh Hoa,19.8,105.7667,78.75,90,68,2.19,VN
486,2013279,Vostok,46.4856,135.8833,67.3,91,100,3.09,RU
487,3404558,Cabedelo,-6.9811,-34.8339,83.07,73,15,14.67,BR
488,1650232,Banjar,-8.19,114.9675,78.66,84,45,5.59,ID
489,3451399,Ribas do Rio Pardo,-20.4431,-53.7592,92.55,19,55,8.05,BR
490,1500629,Lesnikovo,55.2822,65.3175,49.44,96,100,11.25,RU
491,371745,Kutum,14.2,24.6667,82.63,41,67,6.33,SD
492,6113406,Prince Rupert,54.3161,-130.3201,57.29,77,90,3.44,CA
493,6355222,Yulara,-25.2406,130.9889,51.64,50,3,8.05,AU
494,6255012,Flinders,-34.5833,150.8552,52.74,79,15,1.01,AU
495,2521804,Altea,38.5989,-0.0514,77.41,62,0,10.45,ES
496,6096551,Pangnirtung,66.1451,-65.7125,56.1,56,0,3.53,CA
497,1629974,Rantepao,-2.9701,119.8978,67.1,99,100,0.76,ID
498,286245,Sur,22.5667,59.5289,85.19,77,86,8.55,OM
499,1519928,Kostanay,53.1667,63.5833,49.75,88,100,5.61,KZ
500,504269,Pudozh,61.8099,36.5345,73.26,66,75,3.4,RU
501,3899361,Arica,-18.475,-70.3042,62.83,72,90,9.22,CL
502,3466703,Castro Alves,-12.7656,-39.4283,81.01,45,52,11.07,BR
503,2685750,Östersund,63.1792,14.6357,57.65,62,75,24.16,SE
504,3835869,Santiago del Estero,-27.7951,-64.2615,65.8,37,0,3.74,AR
505,108410,Riyadh,24.6877,46.7219,100.54,11,83,8.68,SA
506,2278158,Buchanan,5.8808,-10.0467,80.56,75,100,8.37,LR
507,6690296,Saint-Joseph,-21.3667,55.6167,69.24,77,58,12.97,RE
508,2027042,Batagay-Alyta,67.8006,130.4114,45.99,59,0,5.19,RU
509,935214,Saint-Pierre,-21.3393,55.4781,70.34,70,40,18.41,RE
510,2064735,Nhulunbuy,-12.2333,136.7667,75.81,94,75,4.61,AU
511,6453316,Tromsø,69.6496,18.957,57.22,62,75,20.71,NO
512,336745,Gewanē,10.1664,40.6453,81.81,49,88,10.76,ET
513,6115187,Quesnel,52.9999,-122.5029,76.42,34,89,3.36,CA
514,5563839,Fortuna,40.5982,-124.1573,53.65,96,90,6.91,US
515,2034754,Shunyi,40.125,116.6453,78.82,83,0,4.47,CN
516,6111862,Port Hardy,50.6996,-127.4199,57.99,80,76,3.49,CA
517,2139521,Noumea,-22.2763,166.4572,69.01,99,8,3.27,NC
518,100926,Umluj,25.0213,37.2685,86.31,54,17,2.24,SA
519,1498161,Muzhi,65.3667,64.6667,55.69,64,91,6.17,RU
520,1123004,Taloqan,36.7361,69.5345,83.3,22,18,3.51,AF
521,598998,Ignalina,55.35,26.1667,76.39,76,13,1.92,LT
522,3081350,Wronki,52.7105,16.3804,79.52,69,86,5.03,PL
523,705442,Kulevcha,46.0303,29.9361,76.91,44,0,5.39,UA
524,113508,Takāb,36.4009,47.1133,65.21,66,65,5.1,IR
525,1174653,Kashmor,28.4333,69.5833,100.4,37,100,7.47,PK
526,1496511,Novy Urengoy,66.0833,76.6333,58.23,53,100,9.57,RU
527,7117100,Vila,42.0304,-8.1588,79.11,40,25,1.25,PT
528,2084442,Vanimo,-2.6741,141.3028,77.95,89,85,2.24,PG
529,2629833,Husavik,66.0449,-17.3389,56.28,66,38,7.05,IS
530,3420846,Qaqortoq,60.7167,-46.0333,64.9,72,16,5.37,GL
531,3723593,Jérémie,18.65,-74.1167,84.27,65,19,2.35,HT
532,609906,Fort-Shevchenko,44.5086,50.263,80.71,63,0,4.68,KZ
533,3183087,Provincia di Ancona,43.55,13.1667,75.67,55,88,3.0,IT
534,720494,Gönc,48.4667,21.2833,72.84,81,81,6.24,HU
535,2206874,Waipawa,-41.4122,175.5153,53.1,74,100,17.07,NZ
536,1226260,Trincomalee,8.5711,81.2335,81.79,70,100,7.78,LK
537,686090,Asău,46.4333,26.4,71.96,71,0,0.56,RO
538,1855612,Nara,34.6851,135.8049,75.36,94,97,3.51,JP
539,962367,Richards Bay,-28.783,32.0377,59.4,75,0,6.11,ZA
540,1293625,Dawei,14.0833,98.2,76.03,95,100,1.23,MM
541,2126682,Bilibino,68.0546,166.4372,55.4,73,100,6.15,RU
542,1591474,Bac Lieu,9.285,105.7244,78.67,84,100,4.07,VN
543,5955902,Fort Nelson,58.8053,-122.7002,56.39,57,43,12.93,CA
544,1067565,Beloha,-25.1667,45.05,65.97,75,91,13.58,MG
545,1513131,Navoiy,40.0844,65.3792,78.28,18,100,18.41,UZ
546,1513491,Yangi Marg`ilon,40.4272,71.7189,77.72,44,85,4.61,UZ
547,7872050,Enns,48.2141,14.4778,67.33,87,86,4.88,AT
548,217745,Bumba,2.1833,22.4667,80.85,53,69,3.67,CD
549,2542997,Marrakesh,31.6315,-8.0083,102.27,17,20,5.75,MA
